Game,Date,P1,P19,P9,P15,P#,P2,P16,P#,P5,P#,P17,P10,P3,P12,P#,P8,P#,P18,P#,P13,P#,P11,P4,P#,P14,P7,P#,P6,P#,P20,P#
21112,20210930,2,9,1,1,#,1,1,#,1,#,15,10,9,4,#,9,#,2,#,2,#,4,7,#,3,9,#,3,#,5,#
21113,20211005,5,1,2,4,#,6,1,#,2,#,2,2,1,8,#,1,#,1,#,6,#,2,8,#,1,1,#,3,#,2,#
21114,20211007,4,11,4,1,#,2,1,#,2,#,1,7,4,7,#,1,#,2,#,2,#,3,1,#,1,8,#,1,#,1,#
21115,20211010,3,1,6,5,#,3,1,#,4,#,2,2,2,5,#,3,#,3,#,1,#,1,1,#,15,1,#,2,#,3,#
21116,20211012,1,3,7,4,#,4,9,#,10,#,1,1,2,2,#,5,#,2,#,11,#,12,2,#,5,12,#,4,#,12,#
21117,20211014,3,1,8,2,#,13,14,#,21,#,15,13,3,6,#,12,#,1,#,3,#,17,2,#,6,4,#,16,#,5,#
21118,20211017,1,11,12,7,#,3,6,#,3,#,8,1,3,3,#,7,#,1,#,2,#,14,10,#,1,5,#,8,#,2,#
21119,20211019,2,6,1,2,#,2,1,#,3,#,1,2,2,5,#,4,#,3,#,5,#,2,5,#,1,2,#,4,#,2,#
21120,20211021,1,13,1,6,#,3,3,#,3,#,3,4,6,4,#,4,#,2,#,12,#,4,2,#,3,3,#,2,#,2,#
21121,20211024,4,4,1,5,#,3,1,#,1,#,5,4,8,3,#,1,#,1,#,4,#,1,1,#,1,1,#,2,#,4,#
21122,20211026,6,5,2,1,#,1,1,#,7,#,13,6,14,1,#,1,#,2,#,2,#,12,1,#,1,3,#,1,#,1,#
21123,20211028,2,15,4,1,#,2,2,#,5,#,2,3,4,7,#,5,#,6,#,3,#,1,9,#,1,5,#,3,#,8,#
21124,20211031,10,9,1,5,#,6,2,#,1,#,4,3,5,3,#,9,#,3,#,5,#,1,1,#,5,4,#,10,#,2,#
21125,20211102,1,1,1,3,#,7,1,#,1,#,1,2,2,2,#,4,#,7,#,1,#,1,2,#,1,4,#,1,#,9,#
21126,20211104,13,16,3,1,#,8,8,#,5,#,2,8,11,8,#,7,#,3,#,2,#,2,4,#,15,10,#,7,#,1,#
21127,20211107,6,2,9,5,#,2,11,#,3,#,5,1,3,12,#,13,#,16,#,12,#,16,12,#,3,4,#,8,#,15,#
21128,20211109,16,9,3,12,#,1,3,#,3,#,3,13,1,1,#,4,#,11,#,4,#,2,13,#,3,1,#,6,#,4,#
21129,20211111,2,5,8,8,#,4,8,#,3,#,11,2,2,2,#,2,#,10,#,2,#,7,13,#,8,3,#,1,#,1,#
21130,20211114,9,3,8,10,#,4,4,#,1,#,2,2,2,1,#,6,#,1,#,1,#,6,2,#,8,2,#,2,#,3,#
21131,20211116,1,4,1,2,#,9,5,#,3,#,3,3,6,2,#,9,#,6,#,4,#,11,2,#,13,5,#,3,#,3,#
21132,20211118,5,8,7,5,#,12,1,#,7,#,6,5,5,4,#,1,#,1,#,4,#,11,3,#,1,1,#,8,#,2,#
21133,20211121,1,8,6,10,#,8,1,#,4,#,6,11,4,9,#,2,#,1,#,2,#,14,8,#,7,5,#,11,#,5,#
21134,20211123,6,7,7,3,#,17,13,#,1,#,1,7,4,2,#,14,#,2,#,2,#,2,3,#,11,1,#,3,#,5,#
21135,20211125,3,6,6,2,#,3,13,#,2,#,6,1,3,14,#,3,#,7,#,19,#,2,5,#,2,7,#,2,#,5,#
21136,20211128,3,2,3,2,#,2,12,#,1,#,1,3,4,5,#,1,#,1,#,12,#,3,3,#,1,1,#,2,#,3,#
21137,20211130,1,1,3,5,#,5,5,#,6,#,3,1,8,4,#,11,#,3,#,1,#,1,5,#,1,3,#,2,#,3,#
21138,20211202,8,14,9,1,#,7,4,#,3,#,1,9,4,13,#,6,#,6,#,8,#,3,3,#,3,3,#,15,#,2,#
21139,20211205,1,5,3,2,#,4,2,#,4,#,1,3,3,2,#,1,#,2,#,3,#,1,1,#,1,3,#,1,#,3,#
21140,20211207,1,4,8,8,#,13,4,#,2,#,16,3,4,1,#,3,#,8,#,1,#,5,26,#,1,1,#,10,#,11,#
21141,20211209,5,2,1,2,#,10,14,#,3,#,7,1,1,5,#,9,#,5,#,3,#,8,1,#,3,3,#,3,#,15,#
21142,20211212,1,1,5,2,#,2,5,#,5,#,11,5,7,2,#,8,#,4,#,7,#,4,2,#,6,2,#,8,#,3,#
21143,20211214,7,1,5,6,#,4,6,#,1,#,2,5,14,1,#,10,#,5,#,4,#,6,14,#,5,7,#,5,#,3,#
21144,20211216,1,3,5,8,#,12,6,#,3,#,3,4,2,8,#,4,#,7,#,2,#,5,3,#,2,13,#,17,#,1,#
21145,20211219,1,1,10,1,#,2,1,#,10,#,4,2,4,1,#,7,#,6,#,4,#,3,2,#,3,5,#,2,#,2,#
21146,20211221,1,2,10,1,#,3,3,#,2,#,4,9,14,3,#,12,#,4,#,1,#,6,3,#,7,8,#,9,#,10,#
21147,20211223,4,5,10,5,#,1,6,#,2,#,2,4,4,6,#,2,#,12,#,3,#,2,6,#,7,2,#,1,#,7,#
21148,20211226,1,2,5,7,#,4,5,#,7,#,1,6,4,7,#,11,#,2,#,2,#,7,2,#,3,6,#,5,#,6,#
21149,20211228,5,6,19,2,#,3,9,#,5,#,2,1,3,6,#,7,#,7,#,8,#,4,6,#,1,7,#,9,#,13,#
21150,20211230,5,2,2,7,#,4,3,#,4,#,5,8,3,3,#,2,#,1,#,7,#,5,3,#,4,1,#,5,#,1,#
22001,20220102,7,3,5,15,#,8,6,#,5,#,6,7,1,9,#,9,#,13,#,4,#,4,8,#,7,6,#,1,#,5,#
22002,20220104,3,4,1,6,#,10,8,#,9,#,7,8,10,15,#,7,#,8,#,4,#,4,12,#,5,7,#,6,#,7,#
22003,20220106,2,10,2,10,#,2,3,#,2,#,5,4,8,7,#,6,#,8,#,1,#,12,1,#,9,9,#,1,#,5,#
22004,20220109,1,1,1,9,#,1,4,#,3,#,2,3,1,1,#,3,#,8,#,2,#,4,6,#,2,2,#,1,#,1,#
22005,20220111,2,10,2,5,#,3,3,#,5,#,5,3,8,6,#,4,#,4,#,1,#,5,2,#,9,1,#,12,#,2,#
22006,20220113,5,2,8,5,#,2,2,#,6,#,8,2,4,7,#,3,#,2,#,3,#,5,1,#,12,6,#,2,#,3,#
22007,20220116,3,9,3,1,#,1,5,#,1,#,1,15,10,2,#,6,#,10,#,1,#,8,10,#,4,6,#,22,#,1,#
22008,20220118,6,6,7,2,#,2,3,#,7,#,1,2,2,1,#,4,#,2,#,4,#,11,2,#,3,5,#,3,#,4,#
22009,20220120,1,3,7,1,#,2,5,#,2,#,2,3,1,2,#,1,#,2,#,2,#,6,2,#,3,3,#,3,#,5,#
22010,20220123,4,13,4,15,#,10,7,#,10,#,5,7,9,3,#,2,#,8,#,2,#,3,6,#,1,21,#,13,#,4,#
22011,20220125,10,4,10,4,#,10,7,#,4,#,6,12,15,1,#,3,#,2,#,1,#,1,1,#,3,3,#,4,#,5,#
22012,20220127,5,5,6,3,#,1,4,#,5,#,4,4,1,3,#,1,#,5,#,1,#,3,4,#,1,1,#,1,#,5,#
22013,20220208,3,5,2,1,#,6,2,#,1,#,2,10,1,1,#,1,#,2,#,1,#,2,6,#,4,2,#,1,#,1,#
22014,20220210,1,4,14,6,#,7,6,#,4,#,7,6,1,5,#,1,#,2,#,1,#,1,2,#,5,3,#,4,#,2,#
22015,20220213,9,3,3,4,#,6,5,#,14,#,4,5,7,7,#,12,#,5,#,5,#,2,4,#,12,9,#,6,#,2,#
22016,20220215,1,3,1,3,#,1,6,#,1,#,3,1,1,1,#,1,#,2,#,4,#,1,2,#,1,6,#,8,#,9,#
22017,20220217,4,3,4,1,#,5,6,#,4,#,1,2,3,2,#,1,#,2,#,2,#,3,1,#,2,2,#,2,#,3,#
22018,20220220,4,1,2,10,#,2,2,#,7,#,7,9,6,2,#,4,#,2,#,8,#,4,1,#,5,9,#,9,#,6,#
22019,20220222,6,6,5,4,#,4,1,#,5,#,7,4,3,1,#,4,#,1,#,7,#,4,9,#,4,5,#,1,#,5,#
22020,20220224,15,8,3,4,#,7,5,#,3,#,1,2,7,5,#,3,#,1,#,7,#,1,2,#,2,2,#,7,#,1,#
22021,20220227,8,5,10,1,#,8,5,#,4,#,2,3,3,16,#,16,#,1,#,4,#,3,5,#,10,3,#,8,#,11,#
22022,20220301,2,3,2,9,#,1,2,#,6,#,9,4,5,9,#,3,#,7,#,3,#,5,1,#,6,5,#,5,#,5,#
22023,20220303,8,5,7,8,#,3,3,#,3,#,14,1,4,3,#,3,#,5,#,1,#,3,8,#,8,2,#,2,#,12,#
22024,20220306,1,1,3,5,#,2,1,#,1,#,3,1,1,3,#,1,#,3,#,1,#,3,1,#,3,2,#,1,#,2,#
22025,20220308,3,2,2,4,#,2,4,#,4,#,1,1,2,5,#,2,#,8,#,1,#,3,2,#,18,1,#,13,#,2,#
22026,20220310,1,2,2,1,#,1,1,#,1,#,1,3,1,4,#,1,#,4,#,6,#,3,6,#,4,1,#,2,#,2,#
22027,20220313,3,14,5,17,#,2,3,#,4,#,3,1,2,12,#,2,#,2,#,1,#,7,1,#,4,5,#,6,#,1,#
22028,20220315,1,1,4,1,#,1,1,#,4,#,1,4,2,5,#,2,#,4,#,1,#,2,1,#,4,7,#,6,#,5,#
22029,20220317,1,1,4,4,#,1,4,#,13,#,4,5,3,2,#,5,#,7,#,5,#,11,10,#,1,5,#,15,#,7,#
22030,20220320,3,7,8,4,#,1,1,#,9,#,8,3,6,10,#,9,#,14,#,5,#,1,8,#,16,12,#,1,#,3,#
22031,20220322,14,10,3,2,#,2,3,#,7,#,18,1,2,7,#,5,#,6,#,6,#,6,2,#,1,7,#,11,#,11,#
22032,20220324,6,6,2,2,#,2,4,#,2,#,1,2,1,3,#,13,#,3,#,1,#,5,7,#,4,9,#,8,#,8,#
22033,20220327,12,4,10,8,#,1,15,#,7,#,2,9,11,4,#,14,#,20,#,5,#,8,2,#,9,1,#,2,#,4,#
22034,20220329,6,8,5,14,#,3,12,#,7,#,9,6,7,6,#,10,#,8,#,4,#,5,9,#,4,9,#,2,#,2,#
22035,20220331,3,1,4,5,#,4,2,#,2,#,2,2,3,5,#,3,#,2,#,1,#,5,1,#,3,7,#,3,#,6,#
22036,20220403,4,3,4,5,#,9,7,#,1,#,10,2,15,3,#,1,#,3,#,4,#,2,1,#,2,10,#,2,#,2,#
22037,20220405,5,3,15,14,#,15,6,#,8,#,6,2,11,12,#,14,#,20,#,13,#,11,2,#,6,5,#,7,#,6,#
22038,20220407,8,3,3,5,#,2,2,#,6,#,1,4,3,2,#,1,#,6,#,4,#,5,4,#,7,10,#,2,#,5,#
22039,20220410,5,2,2,12,#,6,4,#,7,#,3,11,7,1,#,6,#,1,#,1,#,10,5,#,5,5,#,6,#,5,#
22040,20220412,10,4,9,9,#,4,3,#,10,#,7,15,6,13,#,10,#,9,#,18,#,15,5,#,7,11,#,6,#,24,#
22041,20220414,1,5,2,8,#,9,3,#,5,#,8,3,1,5,#,8,#,4,#,7,#,7,6,#,2,1,#,1,#,2,#
22042,20220417,1,3,4,16,#,8,14,#,6,#,5,12,1,8,#,2,#,13,#,6,#,1,3,#,7,3,#,8,#,7,#
22043,20220419,13,5,3,8,#,10,5,#,5,#,8,2,2,8,#,5,#,8,#,3,#,7,9,#,2,1,#,10,#,2,#
22044,20220421,1,1,1,3,#,2,1,#,7,#,3,1,7,1,#,2,#,1,#,4,#,2,4,#,3,1,#,1,#,1,#
22045,20220424,2,4,7,1,#,1,1,#,4,#,4,5,5,3,#,2,#,3,#,2,#,2,1,#,3,3,#,2,#,6,#
22046,20220426,11,12,3,2,#,2,6,#,12,#,5,15,6,14,#,11,#,10,#,9,#,10,13,#,7,10,#,4,#,4,#
22047,20220428,4,3,1,6,#,1,1,#,6,#,1,2,4,2,#,5,#,2,#,6,#,7,1,#,5,5,#,1,#,3,#
22048,20220501,11,5,7,13,#,14,8,#,23,#,3,5,14,2,#,3,#,5,#,7,#,7,8,#,7,11,#,6,#,4,#
22049,20220503,1,2,1,1,#,2,5,#,1,#,1,1,15,2,#,1,#,3,#,6,#,2,6,#,3,2,#,3,#,1,#
22050,20220505,1,8,5,10,#,5,7,#,5,#,4,7,1,4,#,7,#,5,#,15,#,3,11,#,4,3,#,11,#,4,#
22051,20220508,4,14,6,3,#,7,2,#,5,#,7,10,8,2,#,10,#,18,#,8,#,6,4,#,5,10,#,2,#,11,#
22052,20220510,6,4,7,9,#,3,4,#,9,#,10,1,5,1,#,4,#,6,#,11,#,2,14,#,7,4,#,5,#,7,#
22053,20220512,8,6,11,2,#,2,2,#,4,#,2,6,3,3,#,6,#,10,#,3,#,8,11,#,6,3,#,4,#,5,#
22054,20220515,1,10,10,12,#,10,3,#,2,#,1,5,3,7,#,3,#,11,#,4,#,7,6,#,4,10,#,6,#,5,#
22055,20220517,10,3,6,1,#,13,1,#,2,#,1,4,6,3,#,6,#,1,#,1,#,2,9,#,4,2,#,6,#,6,#
22056,20220519,4,2,4,7,#,6,13,#,1,#,3,2,1,2,#,2,#,1,#,1,#,1,3,#,2,1,#,1,#,3,#
22057,20220522,12,7,9,2,#,3,4,#,1,#,10,8,4,5,#,10,#,6,#,14,#,6,1,#,12,7,#,1,#,11,#
22058,20220524,3,11,7,2,#,3,1,#,10,#,5,3,4,19,#,3,#,3,#,1,#,1,1,#,2,3,#,2,#,6,#
22059,20220526,4,5,2,2,#,2,1,#,2,#,3,1,1,2,#,6,#,1,#,1,#,4,1,#,1,1,#,6,#,12,#
22060,20220529,6,1,2,4,#,8,6,#,5,#,12,12,3,3,#,8,#,3,#,7,#,1,9,#,10,8,#,7,#,10,#
22061,20220531,2,5,3,4,#,1,9,#,3,#,3,11,7,2,#,5,#,2,#,6,#,8,6,#,3,5,#,8,#,1,#
22062,20220602,6,7,4,16,#,1,7,#,15,#,2,1,7,6,#,1,#,2,#,5,#,4,7,#,2,1,#,4,#,6,#
22063,20220605,5,2,2,10,#,3,11,#,5,#,2,1,4,2,#,2,#,10,#,1,#,1,12,#,4,6,#,6,#,20,#
22064,20220607,6,3,11,5,#,20,2,#,7,#,4,5,14,8,#,3,#,2,#,2,#,5,5,#,8,3,#,6,#,6,#
22065,20220609,1,5,10,15,#,8,6,#,7,#,10,3,3,6,#,22,#,6,#,2,#,1,1,#,7,4,#,8,#,3,#
22066,20220612,8,1,3,4,#,3,2,#,3,#,2,1,5,8,#,10,#,6,#,15,#,3,9,#,10,8,#,6,#,4,#
22067,20220614,8,6,18,4,#,1,11,#,17,#,4,8,1,2,#,5,#,6,#,2,#,3,2,#,1,1,#,2,#,15,#
22068,20220616,2,4,3,1,#,2,1,#,2,#,1,9,4,4,#,3,#,6,#,2,#,1,4,#,3,6,#,2,#,1,#
22069,20220619,3,7,4,16,#,1,14,#,10,#,3,6,5,2,#,2,#,6,#,10,#,1,2,#,12,5,#,4,#,5,#
22070,20220621,1,7,1,2,#,5,2,#,1,#,4,3,5,1,#,5,#,2,#,1,#,1,5,#,5,2,#,1,#,5,#
22071,20220623,1,5,2,1,#,1,5,#,1,#,4,2,19,9,#,2,#,1,#,1,#,1,1,#,6,4,#,2,#,2,#
22072,20220626,1,13,7,3,#,7,6,#,1,#,2,6,7,7,#,2,#,1,#,1,#,1,2,#,5,1,#,2,#,4,#
22073,20220628,1,9,7,4,#,5,6,#,5,#,4,2,3,2,#,6,#,2,#,7,#,3,8,#,3,1,#,3,#,2,#
22074,20220630,6,12,16,3,#,6,11,#,18,#,4,16,10,6,#,7,#,5,#,4,#,7,5,#,1,2,#,9,#,3,#
22075,20220703,2,4,2,1,#,1,2,#,2,#,2,2,11,10,#,5,#,2,#,1,#,1,3,#,12,5,#,3,#,1,#
22076,20220705,8,1,7,6,#,1,4,#,4,#,2,7,1,3,#,4,#,3,#,8,#,2,1,#,3,1,#,2,#,3,#
22077,20220707,2,8,2,3,#,7,2,#,4,#,3,3,4,10,#,6,#,4,#,5,#,2,9,#,6,1,#,4,#,1,#
22078,20220710,1,2,4,2,#,7,5,#,1,#,10,9,4,11,#,3,#,12,#,6,#,1,1,#,2,3,#,2,#,10,#
22079,20220712,1,8,2,3,#,8,2,#,9,#,2,8,6,2,#,2,#,1,#,3,#,3,3,#,6,7,#,7,#,3,#
22080,20220714,2,7,1,11,#,5,11,#,8,#,3,9,12,3,#,3,#,16,#,1,#,5,1,#,4,12,#,9,#,2,#
22081,20220717,5,3,4,3,#,4,1,#,5,#,1,1,4,1,#,3,#,3,#,3,#,3,1,#,2,1,#,1,#,1,#
22082,20220719,2,1,1,1,#,5,1,#,3,#,1,2,4,3,#,4,#,1,#,5,#,2,2,#,4,3,#,1,#,1,#
22083,20220721,8,2,5,5,#,3,3,#,8,#,1,4,7,4,#,9,#,1,#,1,#,3,7,#,3,2,#,6,#,4,#
22084,20220724,2,3,3,1,#,1,1,#,1,#,1,8,4,6,#,3,#,1,#,1,#,1,1,#,2,6,#,1,#,1,#
22085,20220726,5,6,6,5,#,3,4,#,7,#,1,12,5,2,#,5,#,3,#,2,#,3,7,#,11,10,#,3,#,12,#
22086,20220728,2,2,2,3,#,9,4,#,1,#,1,1,1,1,#,1,#,10,#,2,#,2,2,#,2,2,#,2,#,4,#
22087,20220731,5,1,2,6,#,1,3,#,1,#,1,4,1,5,#,1,#,1,#,2,#,6,1,#,3,1,#,2,#,1,#
22088,20220802,5,4,2,6,#,4,2,#,7,#,1,1,1,2,#,1,#,2,#,1,#,2,1,#,1,3,#,4,#,9,#
22089,20220804,3,13,4,2,#,4,5,#,7,#,1,1,5,10,#,6,#,3,#,3,#,18,5,#,17,1,#,3,#,8,#
22090,20220807,1,4,1,4,#,2,1,#,12,#,1,1,1,4,#,1,#,1,#,2,#,1,2,#,1,5,#,4,#,1,#
22091,20220809,3,2,3,4,#,3,3,#,4,#,5,1,4,2,#,3,#,5,#,5,#,8,7,#,2,4,#,1,#,2,#
22092,20220811,3,1,4,4,#,2,8,#,9,#,10,10,3,3,#,9,#,9,#,3,#,5,3,#,5,1,#,9,#,1,#
22093,20220814,6,2,8,9,#,10,8,#,11,#,5,9,8,1,#,3,#,5,#,9,#,7,4,#,10,5,#,4,#,15,#
22094,20220816,7,4,5,3,#,12,7,#,2,#,13,7,1,9,#,3,#,3,#,1,#,2,3,#,12,3,#,2,#,10,#
22095,20220818,4,1,6,6,#,3,1,#,4,#,6,2,1,1,#,5,#,13,#,6,#,3,3,#,2,4,#,11,#,13,#
22096,20220821,9,1,2,4,#,3,2,#,5,#,1,4,5,2,#,2,#,2,#,5,#,1,1,#,1,2,#,8,#,1,#
22097,20220823,2,5,6,1,#,11,2,#,6,#,2,4,7,3,#,1,#,2,#,3,#,1,4,#,3,8,#,5,#,6,#
22098,20220825,2,10,2,9,#,5,5,#,2,#,5,3,4,11,#,4,#,1,#,4,#,3,2,#,5,3,#,5,#,1,#
22099,20220828,2,1,2,9,#,3,10,#,1,#,19,10,5,3,#,3,#,1,#,8,#,1,1,#,1,4,#,12,#,1,#
22100,20220830,15,5,2,14,#,5,6,#,7,#,10,10,11,14,#,22,#,6,#,7,#,2,11,#,20,1,#,9,#,5,#
22101,20220901,7,5,4,10,#,7,3,#,5,#,3,2,8,4,#,1,#,4,#,5,#,7,6,#,6,3,#,8,#,6,#
22102,20220904,2,1,2,2,#,3,2,#,2,#,1,4,3,4,#,4,#,1,#,3,#,3,6,#,4,4,#,6,#,1,#
22103,20220906,5,2,13,8,#,5,6,#,4,#,2,2,6,7,#,8,#,5,#,11,#,17,11,#,5,2,#,1,#,4,#
22104,20220908,6,7,9,8,#,10,1,#,4,#,1,11,15,3,#,8,#,8,#,4,#,4,7,#,1,1,#,13,#,2,#
22105,20220911,10,5,3,2,#,10,13,#,7,#,11,5,2,5,#,7,#,14,#,7,#,13,2,#,13,5,#,7,#,4,#
22106,20220913,5,2,4,4,#,8,2,#,9,#,8,4,5,5,#,7,#,2,#,4,#,4,4,#,10,2,#,3,#,14,#
22107,20220915,4,5,1,7,#,2,2,#,3,#,10,3,2,6,#,6,#,1,#,3,#,3,4,#,3,4,#,3,#,3,#
22108,20220918,6,2,22,4,#,3,6,#,2,#,3,2,7,6,#,2,#,1,#,5,#,1,4,#,8,6,#,5,#,8,#
22109,20220920,6,5,10,1,#,1,1,#,4,#,4,2,2,9,#,3,#,2,#,1,#,4,7,#,7,5,#,7,#,1,#
22110,20220922,1,3,2,7,#,2,12,#,4,#,4,8,5,3,#,4,#,1,#,6,#,5,2,#,7,1,#,4,#,5,#
22111,20220925,10,5,4,3,#,11,7,#,11,#,9,8,4,3,#,1,#,4,#,7,#,3,3,#,2,1,#,2,#,6,#
22112,20220927,5,5,7,2,#,5,6,#,7,#,9,17,2,4,#,1,#,3,#,5,#,3,15,#,10,2,#,3,#,5,#
22113,20220929,5,1,2,2,#,2,2,#,1,#,1,1,5,6,#,2,#,3,#,5,#,2,1,#,2,1,#,1,#,2,#
22114,20221006,2,1,1,6,#,3,6,#,5,#,5,5,1,12,#,4,#,7,#,1,#,5,8,#,2,2,#,1,#,4,#
22115,20221009,1,11,2,5,#,1,5,#,7,#,2,5,2,2,#,5,#,1,#,1,#,2,2,#,1,8,#,2,#,2,#
22116,20221011,7,3,12,2,#,9,4,#,6,#,1,3,1,4,#,7,#,1,#,6,#,2,1,#,1,4,#,3,#,13,#
22117,20221013,4,5,2,1,#,1,1,#,3,#,5,2,7,1,#,9,#,10,#,6,#,10,3,#,2,7,#,3,#,1,#
22118,20221016,3,5,10,6,#,4,3,#,8,#,5,4,4,2,#,2,#,12,#,5,#,8,6,#,2,1,#,5,#,7,#
22119,20221018,7,1,3,7,#,4,15,#,1,#,4,5,2,2,#,8,#,1,#,7,#,1,1,#,6,2,#,7,#,4,#
22120,20221020,1,6,2,1,#,2,1,#,2,#,4,3,1,2,#,1,#,2,#,1,#,1,1,#,1,1,#,5,#,6,#
22121,20221023,2,2,1,12,#,7,14,#,8,#,4,8,3,7,#,10,#,5,#,2,#,3,3,#,4,11,#,2,#,12,#
22122,20221025,1,1,4,1,#,13,3,#,3,#,3,2,7,11,#,1,#,1,#,7,#,1,5,#,7,1,#,1,#,3,#
22123,20221027,6,8,7,13,#,11,3,#,3,#,2,4,7,7,#,4,#,5,#,4,#,14,3,#,6,7,#,5,#,7,#
22124,20221030,1,1,3,4,#,6,19,#,5,#,5,4,5,1,#,2,#,8,#,3,#,5,3,#,10,3,#,9,#,2,#
22125,20221101,10,5,11,10,#,7,2,#,4,#,5,5,5,3,#,1,#,1,#,12,#,4,3,#,9,5,#,3,#,10,#
22126,20221103,7,3,16,5,#,1,3,#,7,#,14,14,8,1,#,7,#,1,#,7,#,14,5,#,15,8,#,3,#,8,#
22127,20221106,2,1,2,1,#,3,5,#,1,#,2,3,1,1,#,4,#,3,#,3,#,7,1,#,1,2,#,1,#,10,#
22128,20221108,1,3,6,2,#,5,8,#,3,#,1,2,4,2,#,1,#,2,#,2,#,1,3,#,8,8,#,3,#,3,#
22129,20221110,1,1,2,2,#,4,4,#,1,#,10,2,1,4,#,2,#,1,#,3,#,7,5,#,7,5,#,2,#,5,#
22130,20221113,1,1,7,6,#,14,7,#,6,#,8,7,9,2,#,2,#,15,#,1,#,6,1,#,13,5,#,3,#,5,#
22131,20221115,1,3,4,1,#,1,1,#,1,#,1,2,2,1,#,3,#,5,#,1,#,4,1,#,2,4,#,5,#,8,#
22132,20221117,9,19,5,1,#,16,19,#,15,#,7,10,5,6,#,3,#,10,#,8,#,11,4,#,16,16,#,6,#,13,#
22133,20221120,1,10,4,9,#,3,3,#,2,#,3,8,9,4,#,1,#,1,#,8,#,5,1,#,2,2,#,4,#,1,#
22134,20221122,2,8,6,7,#,1,3,#,1,#,3,5,1,4,#,1,#,3,#,2,#,5,6,#,9,4,#,7,#,10,#
22135,20221124,1,11,1,5,#,3,2,#,4,#,3,11,1,3,#,1,#,1,#,1,#,1,1,#,2,5,#,3,#,5,#
22136,20221127,5,2,3,1,#,1,2,#,1,#,2,3,3,4,#,3,#,6,#,5,#,1,1,#,2,1,#,2,#,1,#
22137,20221129,1,1,5,3,#,8,4,#,2,#,8,8,5,8,#,2,#,4,#,4,#,3,17,#,8,10,#,4,#,16,#
22138,20221201,1,3,3,4,#,1,4,#,4,#,5,15,1,8,#,4,#,12,#,1,#,4,3,#,6,4,#,7,#,2,#
22139,20221204,2,10,3,1,#,2,1,#,4,#,8,3,2,13,#,3,#,4,#,3,#,1,3,#,4,2,#,4,#,2,#
22140,20221206,3,5,3,6,#,5,6,#,1,#,2,14,3,4,#,7,#,7,#,7,#,15,1,#,7,6,#,9,#,15,#
22141,20221208,3,10,7,3,#,3,2,#,1,#,4,10,2,2,#,2,#,4,#,6,#,6,2,#,4,2,#,8,#,6,#
22142,20221211,11,1,5,1,#,9,10,#,12,#,6,2,1,5,#,1,#,12,#,8,#,1,2,#,13,1,#,6,#,5,#
22143,20221213,10,5,10,2,#,1,4,#,5,#,3,3,7,4,#,10,#,3,#,4,#,10,4,#,10,2,#,12,#,5,#
22144,20221215,4,15,7,17,#,15,4,#,8,#,8,3,3,4,#,2,#,18,#,9,#,11,11,#,21,13,#,26,#,12,#
22145,20221218,16,8,1,15,#,4,3,#,4,#,6,4,5,11,#,3,#,6,#,13,#,10,16,#,8,1,#,2,#,14,#
22146,20221220,2,2,5,2,#,7,1,#,3,#,4,2,3,9,#,4,#,3,#,3,#,6,8,#,1,1,#,2,#,9,#
22147,20221222,7,1,2,7,#,4,4,#,1,#,4,8,3,3,#,1,#,3,#,11,#,11,2,#,10,4,#,1,#,7,#
22148,20221225,8,8,2,6,#,2,5,#,8,#,9,3,8,7,#,3,#,8,#,2,#,13,1,#,4,4,#,4,#,2,#
22149,20221227,18,17,8,10,#,16,7,#,17,#,12,16,9,9,#,11,#,8,#,16,#,2,1,#,14,2,#,3,#,8,#
22150,20221229,7,5,14,8,#,10,9,#,4,#,5,3,8,4,#,1,#,6,#,10,#,6,2,#,1,10,#,1,#,5,#
23001,20230101,4,4,3,8,#,10,11,#,4,#,2,1,3,2,#,3,#,5,#,6,#,2,6,#,2,3,#,4,#,5,#
23002,20230103,5,14,1,5,#,6,3,#,11,#,4,2,7,10,#,2,#,3,#,13,#,8,12,#,6,6,#,5,#,2,#
23003,20230105,12,4,4,1,#,1,4,#,3,#,10,3,4,4,#,1,#,7,#,1,#,6,2,#,7,8,#,6,#,3,#
23004,20230108,3,3,2,11,#,2,3,#,6,#,5,5,7,17,#,1,#,17,#,1,#,13,1,#,3,13,#,9,#,4,#
23005,20230110,5,3,4,2,#,1,3,#,2,#,7,6,11,2,#,5,#,6,#,10,#,3,4,#,2,4,#,4,#,4,#
23006,20230112,4,6,4,2,#,14,1,#,1,#,4,4,6,1,#,5,#,3,#,5,#,3,3,#,11,3,#,8,#,1,#
23007,20230115,3,4,3,10,#,1,1,#,1,#,3,3,3,5,#,8,#,7,#,2,#,7,6,#,6,10,#,1,#,2,#
23008,20230117,5,3,4,2,#,2,14,#,14,#,2,4,4,6,#,7,#,5,#,13,#,4,13,#,8,12,#,8,#,6,#
23009,20230129,1,1,2,1,#,5,1,#,1,#,3,6,1,1,#,2,#,1,#,1,#,1,5,#,3,1,#,1,#,3,#
23010,20230131,2,2,3,1,#,2,3,#,10,#,2,5,1,3,#,1,#,2,#,2,#,2,3,#,1,2,#,5,#,3,#
23011,20230202,3,6,2,2,#,5,20,#,5,#,9,5,5,7,#,2,#,13,#,9,#,5,17,#,7,3,#,8,#,1,#
23012,20230205,1,2,4,3,#,1,3,#,1,#,1,3,2,2,#,9,#,9,#,3,#,6,6,#,1,3,#,2,#,2,#
